මෙය	PRP	O
ඊශ්රායල	NNP	B-LOC
ප්‍රහාරය	NNC	O
යුක්ති	NCV	O
සහගත	VP	O
බව	POST	O
කියා	VNF	O
පෑමක්	VNN	O
ලෙස	POST	O
සැලකිය	VP	O
හැකි	AUX	O
වුවද	VP	O
,	PUNC	O
නායකයා	NNC	O
ඝාතනය	NCV	O
කිරීම	VNN	O
නිසා	POST	O
හට	RPCV	O
ගැනීමට	VNN	O
ඉඩ	NNC	O
ඇති	NIP	O
ප්‍රචණ්ඩ	JJ	O
ප්‍රතිචාරය	NNC	O
ගැන	POST	O
මනා	JJ	O
වැටැහීමක්	NNC	O
ද	RP	O
ඇමරිකන්	NNP	O
රාජ්‍යතන්ත්‍රයට	NNC	O
තිබිණි	VFM	O
.	FS	O
මේ	DET	O
ප්‍රහාරය	NNC	O
නිසා	POST	O
තමන්	PRP	O
දැඩි	JJ	O
කනස්සල්ලට	NNC	O
පත්	RRPCV	O
ව	VNF	O
සිටින	VP	O
බව	POST	O
සිද්ධියෙන්	NNC	O
පැය	NNC	O
කිහිපයක්	NNC	O
ඇතුළත	POST	O
මුල්	JJ	O
ඇමරිකන්	NNP	B-LOC
ප්‍රතිචාරය	NNC	O
දැක්	RRPCV	O
වූ	VP	O
රාජ්‍ය	JJ	O
දෙපාර්තමේන්තුවේ	NNJ	O
ප්‍රකාශක	NNC	O
රිචඩ්	NNP	B-PER
බවුෂර්	NNP	I-PER
කීවේ	VP	O
ය	RP	O
.	FS	O
හමාස්	NNP	B-ORG
නායකයා	NNC	O
ඝාතනය	NCV	O
කිරීමේ	VNN	O
සැලසුම්	NNC	O
ගැන	POST	O
තමන්	PRP	O
කල්	NNC	O
තියා	VNF	O
කිසිවක්	NDT	O
දැන	VNF	O
නොසිටි	VP	O
බව	POST	O
යළි	RB	O
යළිත්	RB	O
කියා	VNF	O
පෑමට	VNN	O
ඇමරිකන්	NNP	B-LOC
නිලධාරීන්	NNC	O
ක්‍රියා	NCV	O
කළේ	VP	O
එය	PRP	O
"			PUNC
තනිකර		VNF
ම			RP
ඊශ්රායල්	NNP
මෙහෙයුමක්	NNC
"	PUNC	O
බව	POST	O
ලොවට	NNC	O
ඒත්තු	JCV	O
ගැන්වීමේ	VNN	O
අරමුණ	NNC	O
ඇතිව	NIP	O
ය	RP	O
.	FS	O
ඇමරිකන්	NNP	B-LOC
රාජ්‍ය	JJ	O
තන්ත්‍රය	NNC	O
තුළ	POST	O
ඊශ්රායල්	NNP	B-LOC
හිතවාදිනියක	NNC	O
ලෙස	POST	O
ප්‍රකට	JJ	O
ජාතික	JJ	O
ආරක්ෂක	JJ	O
උපදේශිකා	NNC	O
කොන්ඩලීසා	NNP	B-PER
රයිස්	NNP	I-PER
කීවේ	VP	O
"			PUNC
අඩියක්	NNC
ආපස්සට	NNC
ගෙන		VNF
,			PUNC
කලාපය		NNC
තුළ		POST
සන්සුන්	NNC
බව			POST
රැක		VNF
ගැනීමට	VNN
හැම		DET
පාර්ශ්වයක්	NNC
ම			RP
ක්‍රියා	NCV
කළ			VP
යුතු		AUX
"	PUNC	O
බව	POST	O
ය	RP	O
.	FS	O
ඇමරිකා	NNP	B-LOC
එක්සත්	NNP	I-LOC
ජනපදය	NNP	I-LOC
,	PUNC	O
යුරෝපා	NNP	B-ORG
සංගමය	NNC	I-ORG
,	PUNC	O
රුසියාව	NNP	B-LOC
සහ	CC	O
එක්සත්	NNP	B-ORG
ජාතීන්	NNC	I-ORG
යන	VP	O
චතුර්	JJ	O
පාර්ශ්වය	NNC	O
විසින්	POST	O
සකස්	RPCV	O
කරන	VP	O
ලදුව	VP	O
,	PUNC	O
දැනට	RB	O
ප්‍රචණ්ඩත්වයේ	NNC	O
කුණාටුවට	NNC	O
හසු	RRPCV	O
වී	VNF	O
ඇති	NIP	O
සාමයේ	NNC	O
මාර්ග	NNC	O
සිතියම	NNC	O
බේරා	VNF	O
ගැනීමේ	VNN	O
අවශ්‍යතාව	NNC	O
ඉස්මතු	JCV	O
කරන	VP	O
අතර	POST	O
ම	RP	O
,	PUNC	O
පලස්තීන	NNP	B-LOC
ප්‍රචණ්ඩකාරීන්	NNC	O
මුලිනුපුටා	JCV	O
දැමීම	VNN	O
ජගත්	JJ	O
ත්‍රස්තවාදයට	NNC	O
එරෙහි	RB	O
සිය	PRP	O
සටනේ	NNC	O
ම	RP	O
කොටසක්	NNC	O
වන	VP	O
හෙයින්	POST	O
හමාස්	NNP	B-ORG
නායකත්වය	NNC	O
එල්ල	NCV	O
කර	VNF	O
ගනිමින්	VNF	O
ඝාතන	NNC	O
සිදු	RPCV	O
කිරීමට	VNN	O
ඊශ්රායල්	NNP	B-ORG
රජය	NNC	I-ORG
ගත්	VP	O
තීරණය	NNC	O
සහ	CC	O
එහි	PRP	O
තීරණාත්මක	JJ	O
මෙහෙයුම	NNC	O
වන	VP	O
යාසින්	NNP	B-PER
ඝාතනය	NCV	O
යුක්ති	NCV	O
සහගත	VP	O
බව	POST	O
ඇඟවීමේ	VNN	O
අවශ්‍යතාවක්	NNC	O
ද	RP	O
ඇමරිකාවෙන්	NNC	B-LOC
පෙන්නුම්	JCV	O
විය	VFM	O
.	FS	O
ඇමරිකන්	NNP	B-LOC
රූපවාහිනී	NNJ	O
සේවා	NNC	O
සමඟ	POST	O
පැවැති	VP	O
සාකච්ඡාවල	NNC	O
දී	RP	O
ඇයගෙන්	PRP	O
පළ	RRPCV	O
වූ	VP	O
නිරීක්ෂණයකින්	NNC	O
මේ	DET	O
බව	POST	O
නොසඟවා	VNF	O
පැහැදිලි	JCV	O
කෙරිණි	VFM	O
.	FS	O
"			PUNC
හමාස්		NNP
ත්‍රස්තවාදී	JJ
සංවිධානයක්	NNC
බවත්		POST
,			PUNC
ෂීක්		NNP
යසින්		NNP
පෞද්ගලිකව	NNC
ම			RP
ත්‍රස්තවාදී	JJ
ක්‍රියා	NNC
සැලසුම්	NCV
කිරීමේ	VNN
නිරත		RRPCV
ව			VNF
සිටි		VP
බවත්		POST
අපි		PRP
විශ්වාස	NCV
කරමු		VFM
"	PUNC	O
යි	RP	O
ඕ	PRP	O
කියා	VNF	O
සිටියාය	VFM	O
.	FS	O
යාසින්	NNP	B-PER
ඝාතනය	NNC	O
මුළු	DET	O
ලොව	NNC	O
ම	RP	O
විසින්	POST	O
හෙළා	VNF	O
දකිනු	VP	O
ලැබීමේ	VNN	O
යථාර්ථය	NNC	O
හමුවේ	VP	O
ඊශ්‍රායලය	NNP	B-LOC
දැඩි	JJ	O
ජාත්‍යන්තර	JJ	O
හුදෙකලාවට	NNC	O
පත්වීමේ	VNN	O
අවදානම	NNC	O
පැවැති	VP	O
අතර	POST	O
,	PUNC	O
විශේෂයෙන්	RB	O
ම	RP	O
එක්සත්	NNP	B-ORG
ජාතීන්ගේ	NNP	I-ORG
වේදිකාව	NNC	O
ඔස්සේ	POST	O
ඊශ්‍රායෙල්	NNP	B-LOC
විරෝධී	JJ	O
තදබල	JJ	O
මතයක්	NNC	O
ගොඩනැගිණි	VFM	O
.	FS	O
තමන්ගේ	PRP	O
සම්ප්‍රදායික	JJ	O
අරාබි	NNP	B-LOC
මිතුරන්	NNC	O
වන	VP	O
ඊජිප්තුව	NNP	B-LOC
වැනි	POST	O
රටවල්	NNC	O
ද	RP	O
ඊශ්‍රායල්	NNP	B-LOC
ප්‍රහාරය	NNC	O
ගැන	POST	O
දක්වන	VP	O
විරෝධය	NNC	O
නිසා	POST	O
මෙහි	PRP	O
දී	RP	O
ඇමරිකාව	NNP	B-LOC
මුහුණ	NCV	O
දුන්නේ	VP	O
අසීරු	JJ	O
තත්ත්වයකට	NNC	O
ය	RP	O
.	FS	O
එක්සත්	NNP	B-ORG
ජාතීන්ගේ	NNP	I-ORG
ආරක්ෂක	JJ	I-ORG
මණ්ඩලය	NNC	I-ORG
හමුවට	NNC	O
මේ	DET	O
ප්‍රශ්නයට	NNC	O
අදාළ	POST	O
යෝජනාව	NNC	O
ඉදිරිපත්වීමේ	VNN	O
ක්‍රියාදාමය	NNC	O
ඔස්සේ	POST	O
එකිනෙක	NNC	O
වෙනස්	JJ	O
ආකල්ප	NNC	O
කිහිපයක්	NNC	O
දක්නට	VNF	O
විය	VFM	O
.	FS	O
හමාස්	NNP	B-ORG
නායකයා	NNC	O
ඝාතනය	NCV	O
කිරීමේ	VNN	O
ඊශ්රායල්	NNP	B-LOC
