මේවා	PRP	O
තහනම්	JCV	O
එක්‌සත්	VNF	B-ORG
ජාතීන්ගේ	NNP	I-ORG
යෝජනාවක්‌	NNC	O
අනුවයි	NVB	O
.	FS	O
සංහිඳියාව	NNC	O
ඇති	NIP	O
කරන	VP	O
දේවල්	NNC	O
වුවත්	POST	O
ඒවාත්	PRP	O
අවදානමක්‌	NNC	O
තිබෙනවා	VFM	O
.	FS	O
සංහිඳියාව	NNC	O
බලාපොරොත්තු	NCV	O
වෙන්	RPCV	O
කරන	VP	O
ඇතැම්	DET	O
දේවල්	NNC	O
වලින්	CM	O
රටේ	NNC	O
ආරක්‍ෂාවට	NNC	O
හානි	NNC	O
සිදු	RPCV	O
වෙන්න	VNN	O
පුළුවන්	NIP	O
.	FS	O
විදේශ	NNJ	O
රටවල්	NNC	O
සතුටු	JCV	O
කිරීමට	VNN	O
අප	PRP	O
කටයුතු	NCV	O
කළ	VP	O
යුතු	AUX	O
නැහැ	NIP	O
.	FS	O
මානව	JJ	B-ORG
හිමිකම්	NNJ	I-ORG
කවුන්සිලයේ	NNC	I-ORG
යෝජනා	NNJ	O
හිස්‌	NNC	O
මුදුනින්	NNC	O
පිළිගැනීම	VNN	O
පිළිබඳවත්	POST	O
නැවත	RB	O
අවධානය	NNC	O
යොමු	RRPCV	O
කරන්න	VFM	O
.	FS	O
රණවිරුවන්	NNC	O
පහසුවෙන්	NNC	O
හිරේ	NNC	O
දැමිය	VP	O
හැකි	AUX	O
ආකාරයට	NNC	O
නීති	NNC	O
පෙළ	NCV	O
ගැසෙමින්	VNF	O
තිබෙනවා	VFM	O
.	FS	O
බ්‍රිතාන්‍ය	NNP	B-LOC
අගමැතිවරයා	NNC	O
සහ	CC	O
අපේ	PRP	O
ජනාධිපතිවරයා	NNC	O
අතර	POST	O
ලංකාවේ	NNP	B-LOC
හමුදා	NNC	O
ප්‍රතිසංවිධානය	NCV	O
කිරීම	VNN	O
පිළිබඳ	POST	O
සාකච්ඡා	NNC	O
සිදු	RRPCV	O
වෙලා	VNF	O
තිබෙනවා	VFM	O
.	FS	O
විදේශ	NNJ	O
රටවලින්	NNC	O
ඔය	DET	O
වගේ	POST	O
