එදා	NNC	O
බිහිවූ	VP	O
මොඑරිතීරියම්	NNP	O
ගේ	CM	O
සිට	POST	O
අද	NNC	O
ජීවත්වන	VP	O
අලියා	NNC	O
දක්වා	POST	O
පරිණාමය	NNC	O
වූ	VP	O
ජීවී	JJ	O
කොට්ඨාස	NNC	O
කිහිපයකි	NVB	O
.	FS	O
වුලි	NNP	O
මැමත්	NNC	O
පෘථිවියේ	NNC	B-LOC
දැඩි	JJ	O
ශීතයකින්	NNC	O
යුක්ත	POST	O
වූ	VP	O
ප්ලයිස්ටෝසීන	JJ	O
යුගයේදී	NNC	O
ජීවත්	JCV	O
වූ	VP	O
අලි	NNJ	O
විශේෂයකි	NVB	O
.	FS	O
අධික	JJ	O
ශීත	JJ	O
දේශගුණයට	NNC	O
ඔරොත්තු	RRPCV	O
දෙන	VP	O
අයුරින්	NNC	O
සිරුර	NNC	O
පුරා	POST	O
ඝනව	NNC	O
රෝම	NNP	O
වැඞී	NNP	O
තිබුණි	VFM	O
.	FS	O
අඩි	NNP	O
14	NUM	O
පමණ	POST	O
උස්	NNC	O
වූ	VP	O
ශරීරයක්ද	NNC	O
ඉදිරියට	NNC	O
වක‍්‍රව	VNF	O
වැඩුණු	VNN	O
විශාල	JJ	O
දළ	NNJ	O
දෙකක්ද	NNC	O
මැමත්ට	NNC	O
තිබිණ	VFM	O
.	FS	O
විශාල	JJ	O
දළ	NNJ	O
යුගලයේ	NNC	O
ආධාරයෙන්	NNC	O
අයිස්	NNP	O
තට්ටු	NNC	O
ඉවත්කර	VNF	O
පැළෑටි	NNC	O
ආහාරයට	NNC	O
ගැනීමට	VNN	O
හැකි	AUX	O
විය	VFM	O
.	FS	O
කාලයාගේ	NNP	O
ඇවෑමෙන්	NNC	O
මැමත්	NNC	O
වඳවී	VNF	O
ගියද	VP	O
ලෝකයේ	NNC	O
නොයෙක්	1	O
තැන්වලින්	NNC	O
ඔවුන්ගේ	PRP	O
පොසිල	NNC	O
හමුවිය	VFM	O
.	FS	O
ඇමරිකන්	NNP	B-LOC
මැස්ටොඩොන්	NNP	O
වත්මන්	JJ	O
අලියාට	NNC	O
බොහෝ	RP	O
සෙයින්	POST	O
සමානකම්	NNC	O
කියයි	VFM	O
.	FS	O
අඩි	NNP	O
8×9	NUM	O
තරම්	POST	O
උස්	NNC	O
වූ	VP	O
මොහුට	PRP	O
හොඬක්	NNC	O
හා	CC	O
දළ	NNJ	O
යුගලක්	NNC	O
ද	RP	O
තිබිණ	VFM	O
.	FS	O
ගොම්ෆොතීරියම්	NNP	O
අවුරුදු	NNC	O
මිලියන	NUM	O
3	NUM	O
කට	CM	O
පෙර	POST	O
පෘථිවිය	NNC	B-LOC
මත	POST	O
ජීවත්	JCV	O
වූ	VP	O
මොහුට	PRP	O
උඩු	NNC	O
හනුවේ	NNP	O
දළ	NNJ	O
දෙකක්ද	NNC	O
යටි	NNP	O
හනුවේ	NNP	O
දළ	JJ	O
දෙකක්ද	NNC	O
වශයෙන්	POST	O
මුඛයේ	NNC	O
දළ	NNC	O
හතරක්	NUM	O
දක්නට	VNF	O
ලැබිණි	VFM	O
.	FS	O
පරිසරය	NNC	O
වෙනස්වීමත්	VNN	O
සමගම	POST	O
වඳවීමට	VNN	O
ලක්විය	VFM	O
.	FS	O
වත්මන්	JJ	O
අලි	NNJ	O
පරපුර	NNC	O
වත්මන්	JJ	O
අලියා	NNC	O
වර්ග	NNC	O
දෙකකට	NUM	O
බෙදේ	VFM	O
.	FS	O
ලොක්සොඩොන්ටා	NNP	O
අප‍්‍රිකානා	NNP	O
සහ	CC	O
එලෙෆපාස්	NNP	O
මක්සිමුස්	NNP	O
ය	RP	O
.	FS	O
එනම්	POST	O
අප‍්‍රිකානු	NNP	B-LOC
අලියා	NNP	O
හා	CC	O
ආසියානු	NNP	B-LOC
අලියා	NNC	O
යනුවෙනි	NVB	O
.	FS	O
මේ	DET	O
දෙවර්ගයෙහිම	NNC	O
අලින්ට	NNC	O
එක්	NUM	O
එක්	NUM	O
වර්ගයට	NNC	O
ආවේණික	JCV	O
වූ	VP	O
