කොයින්ස්	NNP	B-ORG
වෙතින්	POST	O
ස්ට්‍රෝබෙරි	NNP	O
බීර	NNP	O
ත්‍රී	JJ	B-ORG
කොයින්ස්	NNP	I-ORG
සමාගම්	NNC	O
රසැති	NNC	O
නව	JJ	O
බීර	NNC	O
වර්ගයක්	NNC	O
හඳුන්වා	VNF	O
දී	RP	O
ඇත	NIP	O
.	FS	O
බෙල්ජියානු	NNP	B-LOC
පලතුරු	NNJ	O
බීරවලට	NNC	O
සමාන	JJ	O
,	PUNC	O
මෙම	DET	O
බීර	NNC	O
වර්ගයේ	NNC	O
මද්‍යසාර	JJ	O
ප්‍රතිශතය	NNC	O
සියයට	NUM	O
6.6	NUM	O
වන	VP	O
බව	POST	O
සමාගම	NNC	O
පවසයි	VFM	O
.	FS	O
රතට	NNC	O
හුරු	POST	O
දුඹුරු	JJ	O
පැහැති	NNC	O
මෙම	DET	O
බීර	NNC	O
මිහිරි	JJ	O
පලතුරු	NNJ	O
සුවඳකින්	NNC	O
සහ	CC	O
පලතුරු	NNC	O
හා	CC	O
මෝල්ට්	NNP	O
රසයකින්	NNC	O
යුත්	AUX	O
බවත්	POST	O
,	PUNC	O
එය	PRP	O
පිපාසය	NNC	O
සංසිඳවීමට	VNN	O
වඩාත්	RP	O
සුදුසු	JCV	O
වනු	VP	O
ඇතැයි	NIP	O
බීර	VNF	O
පෙරීම්	VNN	O
අංශයේ	NNC	O
ප්‍රධානී	NNC	O
ජනක	JJ	B-PER
ජයසිංහ	NNP	I-PER
මහතා	NNC	O
පවසයි	VFM	O
.	FS	O
ස්වාභාවික	JJ	O
ස්ට්‍රෝබෙරි	NNP	O
සමඟ	POST	O
ජර්මනියෙන්	NNC	B-LOC
ආනයනය	NCV	O
කරන	VP	O
මෝල්ට්	NNP	O
,	PUNC	O
පර්ල්	NNP	O
සහ	CC	O
මැග්නම්	NNP	O
හොප්ස්	NNP	O
හා	CC	O
ඊස්ට්	NNP	O
මුසු	JCV	O
කොට	VNF	O
මෙම	DET	O
බීර	NNC	O
පෙරන	VP	O
බව	POST	O
ද	RP	O
ඔහු	PRP	O
කියයි	VFM	O
.	FS	O
ග්ලෝ	NNP	B-ORG
,	PUNC	O
එවලන්	NNP	B-ORG
පබ්	NNP	I-ORG
,	PUNC	O
එස්.	ABB	B-ORG
එස්.	ABB	I-ORG
සී.	ABB	I-ORG
,	PUNC	O
ඩෙලි	NNP	B-ORG
මාර්කට්	NNP	I-ORG
,	PUNC	O
ඩෙලි	NNP	B-ORG
ෆ්‍රාන්ස්	NNP	I-ORG
,	PUNC	O
මොලිස්	NNP	B-ORG
,	PUNC	O
ගෝල්ඩන්	NNP	B-ORG
මයිල්	NNP	I-ORG
,	PUNC	O
කැන්ඩි	NNP	B-ORG
බේ	NNP	I-ORG
,	PUNC	O
ක්‍රෙස්කැට්	NNP	B-ORG
,	PUNC	O
අරුගම්	NNP	B-ORG
බේහි	NNP	I-ORG
සයැම්	NNP	I-ORG
විව්	NNP	I-ORG
සහ	CC	O
ඔඩෙල්	NNP	B-ORG
යන	VP	O
ස්ථානවලින්	NNC	O
මෙම	DET	O
බීර	NNC	O
රස	NNC	O
විඳිය	VP	O
හැකි	AUX	O
ය	RP	O
.	FS	O
ජනතාවට	NNC	O
උසස්	JJ	O
රසයක්	NNC	O
හා	CC	O
ඉහළ	JJ	O
ප්‍රමිතියක්	NNC	O
ඇති	NIP	O
බීර	NNC	O
වර්ගයක්	NNC	O
ලබා	VNF	O
දීම	VNN	O
සඳහා	POST	O
මෙය	PRP	O
