මාතලේ	NNP	B-LOC
වී	VNF	O
අස්වැන්න	VNN	O
සම්පූර්ණයෙන්ම	NNC	O
‍මෙම	DET	O
මධ්‍යස්ථානය	NNC	O
මගින්	POST	O
මිලදී	VNF	O
ගැනීමට	VNN	O
නියමිත	RB	O
බව	POST	O
ද	RP	O
.	FS	O
මෙම	DET	O
සහල්	NNJ	B-ORG
සැකසුම	NNC	I-ORG
මධ්‍යස්ථානයේ	NNC	I-ORG
ඉදිකිරීම්	VNN	O
සඳහා	POST	O
වැයවෙතැයි	VP	O
අපේක්ෂිත	JJ	O
මුදල	NNC	O
රුපියල්	NNP	O
කෝටි	NUM	O
මෙමගින්	POST	O
රැකියා	NNJ	O
අවස්ථා	NNC	O
250	NUM	O
ක්	RP	O
ද	RP	O
උත්පාදනය	NCV	O
වනු	VP	O
ඇතැයි	NIP	O
අපේක්ෂා	NCV	O
‍කෙරෙයි	VFM	O
.	FS	O
කොළඹ	NNP	B-LOC
බෞද්ධාලෝක	NNP	I-LOC
මාවතේ	NNC	I-LOC
වාහන	NNJ	O
ගමනාගමනය	NNC	O
සඳහා	POST	O
මෙතෙක්	RB	O
වසා	VNF	O
තිබූ	VP	O
කොටස	NNC	O
සැහැල්ලු	NNC	O
වාහන	NNC	O
සඳහා	POST	O
විවෘත	JCV	O
කර	VNF	O
ස්ටැන්ලි	NNP	B-LOC
විජේසුන්දර	NNC	I-LOC
මාවත	NNC	I-LOC
ආසන්න‍යේ	NNC	O
සිට	POST	O
තුම්මුල්ල	NNC	B-LOC
දක්වා	POST	O
වන	VP	O
කොටස	NNC	O
ආරක්ෂක	JJ	O
හේතූන්	NNC	O
මත	POST	O
පසුගිය	VP	O
ස‍මයේ	NNC	O
වසා	VNF	O
දමා	VNF	O
.	FS	O
මේ	DET	O
වන	VP	O
විට	POST	O
බෞද්ධාලෝක	NNP	B-LOC
මාවතේ	NNC	I-LOC
එම	DET	O
කොටස	NNC	O
සැහැල්ලු	JJ	O
වාහන	NNC	O
සඳහා	POST	O
විවෘත	JCV	O
කළ	VP	O
බව	POST	O
කුරුඳුවත්ත	NNP	B-ORG
පොලිසිය	NNC	I-ORG
පෙරවරු	NNP	O
