එහිදී	PRP	O
මහේස්ත්‍රාත්වරයා	NNC	O
විසින්	POST	O
දෙන	VP	O
ලද	VP	O
නියෝගයකට	NNC	O
අනුව	POST	O
යුද්ධ	NNJ	O
හමුදාපතිවරයා	NNC	O
විසින්	POST	O
එම	DET	O
අවශ්‍ය	JJ	O
තොරතුරු	NNC	O
ලබාදීම	VNN	O
සඳහා	POST	O
මේ	DET	O
වනවිට	POST	O
කටයුතු	NCV	O
කරමින්	VNF	O
සිටියේ	VP	O
එම	DET	O
සීල්	NNC	O
තබන	VP	O
ලද්දේද	VP	O
ඒ	DET	O
සඳහා	POST	O
වෙයි	VFM	O
.	FS	O
2010	NUM	O
වසරේ	NNC	O
අතුරුදන්	JCV	O
වූ	VP	O
මාධ්‍යවේදී	NNC	O
ප්‍රගීත්	NNP	B-PER
එක්නැලිගොඩ	NNP	I-PER
මහතා	NNC	O
ගිරිතලේ	NNP	B-LOC
කඳවුර	NNC	I-LOC
වෙත	POST	O
ගෙන	VNF	O
ගොස්	VNF	O
‍රඳවා	VNF	O
සිටින	VP	O
බවට	POST	O
රහස්	NNJ	B-ORG
පොලිසිය	NNC	I-ORG
හෙලිකරගත්	VP	O
තොරතුරු	NNC	O
මත	POST	O
රහස්	NNJ	B-ORG
පොලිසිය	NNC	I-ORG
ඒ	DET	O
පිළිබඳව	POST	O
තවදුරටත්	RB	O
පරීක්ෂණ	NNC	O
සිදුකරමින්	VNF	O
සිටියි	VFM	O
.	FS	O
අධිකරණය	NNC	O
විසින්	POST	O
යුද්ධ	NNJ	O
හමුදාපතිවරයාගෙන්	NNC	O
ඉල්ලා	VNF	O
ඇති	NIP	O
මෙම	DET	O
ලේඛන	NNC	O
තොරතුරු	NNC	O
ලබාදීමේදී	VNN	O
2010	NUM	O
–	PUNC	O
2012	NUM	O
කාලය	NNC	O
තුළ	POST	O
එහි	PRP	O
කටයුතු	NCV	O
කළ	VP	O
නිලධාරින්	NNC	O
සහ	CC	O
එම	DET	O
ලේඛන	NNC	O
පරිශීලනය	NNC	O
කළ	VP	O
නිලධාරින්ද	NNC	O
කැඳවීමට	VNN	O
ඉඩ	NNC	O
ඇති	NIP	O
බව	POST	O
යුද	JJ	B-ORG
හමුදා	NNJ	I-ORG
ආරංචිමාර්ග	NNC	O
සඳහන්	RRPCV	O
කරයි	VFM	O
.	FS	O
නව	JJ	O
ආණ්ඩුක්‍රම	NNC	O
ව්‍යවස්ථාවක්	NNC	O
සම්පාදනය	NCV	O
කිරීම	VNN	O
සඳහා	POST	O
පනත්	NNC	O
කෙටුම්පතක්	NNC	O
සකස්	RPCV	O
කර	VNF	O
