නවසීලන්ත	NNP	B-LOC
සංචාරය	NNC	O
මෑත	JJ	O
ඉතිහාසයේ	NNC	O
ශ්‍රී	NNP	B-LOC
ලංකා	NNP	I-LOC
කණ්ඩායමේ	NNC	O
අසාර්ථකම	JJ	O
තරග	NNJ	O
සංචාරය	NNC	O
බවට	POST	O
පත්විය	VFM	O
.	FS	O
මේ	DET	O
සංචාරයට	NNC	O
ඇතුළත්ව	VNF	O
තිබූ	VP	O
ටෙස්ට්	JJ	O
තරගමාලාව	NNC	O
2-0කින්	NNC	O
පරාජයට	NNC	O
පත්වූ	VP	O
ශ්‍රී	NNP	B-LOC
ලංකාව	NNP	I-LOC
එක්දින	JJ	O
තරගාවලිය	NNC	O
පරාජය	NCV	O
වූයේ	VP	O
තරග	NNC	O
3-1	NUM	O
කිනි	RP	O
.	FS	O
මේ	DET	O
පරාජයත්	NNC	O
සමග	POST	O
මෙතෙක්	RB	O
විස්සයි20	NNP	O
ශ්‍රේණිගත	VP	O
කිරීම්වල	NNC	O
පෙරමුණේ	NNC	O
සිටි	VP	O
එම	DET	O
තරග	NNJ	O
මුහුණුවරේ	NNC	O
ලෝක	NNJ	O
ශූර	NNC	O
ශ්‍රී	NNP	B-LOC
ලංකාව	NNP	I-LOC
බටහිර	NNP	I-LOC
ඉන්දීය	NNP	I-LOC
කොදෙව්	NNP	I-LOC
පිලට	NNC	O
සහ	CC	O
ඔස්ට්‍රේලියාවට	NNC	B-LOC
පහළින්	NNC	O
තුන්වැනි	JJ	O
තැනට	NNC	O
ඇද	VNF	O
වැටුණේය	VFM	O
.	FS	O
කාසියේ	JJ	O
වාසිය	NNC	O
දිනූ	VP	O
නවසීලන්ත	NNP	B-LOC
පිලේ	NNC	O
නායක	NNC	O
කේන්	NNP	B-PER
විලියම්සන්ගේ	NNP	I-PER
ඇරියුමෙන්	NNC	O
පළමුව	NNC	O
පන්දුවට	NNC	O
පහරදුන්	VP	O
ශ්‍රී	NNP	B-LOC
ලංකා	NNP	I-LOC
පිලේ	NNC	O
මුල්	JJ	O
පෙළ	NNC	O
පිතිකරුවන්	NNC	O
මේ	DET	O
සංචාරයේ	NNC	O
අවසන්	JJ	O
තරගයේදිත්	NNC	O
වේලාසනින්ම	NNC	O
නරඹන්නන්	NNC	O
බවට	POST	O
පත්කළ	VP	O
නවසීලන්ත	NNP	B-LOC
පිලේ	NNC	O
පන්දු	NNC	O
යවන්නන්	NNC	O
ශ්‍රී	NNP	B-LOC
ලංකා	NNP	I-LOC
ඉනිම	NNC	O
ඕවර	NNC	O
20	NUM	O
අවසානයේ	NNC	O
කඩුලු	NNC	O
8කට	NUM	O
ලකුණු	NNC	O
142	NUM	O
කට	CM	O
සීමා	NCV	O
කළහ	VFM	O
.	FS	O
ආරම්භක	JJ	O
පිතිකරු	NNC	O
තිලකරත්න	NNP	B-PER
ඩිල්ෂාන්	NNP	I-PER
ලකුණු	NNC	O
28	NUM	O
කට	CM	O
දැවීයාමෙන්	NNC	O
පසුව	POST	O
කණ්ඩායමේ	NNC	O
වගකීම	NNC	O
සිය	PRP	O
උරමත	VNF	O
පටවාගත්	VNF	O
ඇන්ජෙලෝ	NNP	B-PER
මැතිව්ස්	NNP	I-PER
නොදැවී	VNF	O
ලකුණු	NNC	O
81	NUM	O
ක්	RP	O
රැස්	RPCV	O
කිරීම	VNN	O
කැපී	VNF	O
පෙනුණි	VFM	O
.	FS	O
වේගවත්	JJ	O
පිතිහරඹයක	NNC	O
නිරතවෙමින්	VNF	O
පන්දු	NNC	O
49	NUM	O
කට	CM	O
මුහුණදුන්	NNP	O
මැතිව්ස්	NNP	B-PER
සිය	PRP	O
ඉනිමට	VNN	O
හතරේ	NUM	O
පහර	NNC	O
7	NUM	O
ක්	RP	O
සහ	CC	O
හයේ	NUM	O
පහර	NNC	O
4	NUM	O
ක්	RP	O
එල්ල	NCV	O
කරද්දී	VNF	O
ඔහුට	PRP	O
නිසි	JJ	O
සහය	NNC	O
ලබාදීමට	VNN	O
කිසිදු	DET	O
පිතිකරුවකු	NNC	O
සමත්නොවීම	VNN	O
කනගාටුදායක	JJ	O
කරුණකි	NVB	O
.	FS	O
ශ්‍රී	NNP	B-LOC
ලංකා	NNP	I-LOC
ඉනිමට	VNN	O
දැඩි	JJ	O
හිසරදයක්	NNC	O
වූ	VP	O
ග්‍රාන්ට්	NNP	B-PER
එලියට්	NNP	I-PER
කඩුලු	NNC	O
4	NUM	O
ක්	RP	O
බිඳ	VNF	O
දැමූ	VP	O
අතර	POST	O
ඇඩම්	NNP	B-PER
මිල්නේ	NNP	I-PER
සහ	CC	O
මිචෙල්	NNP	B-PER
සැන්ට්නර්	NNP	I-PER
අතරේ	POST	O
කඩුලු	NNC	O
දෙක	NUM	O
බැගින්	POST	O
බෙදී	VNF	O
ගියේය	VFM	O
.	FS	O
නවසීලන්ත	NNP	B-LOC
ඉනිමේ	NNC	O
ඉසුරු	NNP	B-PER
උදාන	JJ	I-PER
යැවූ	VP	O
පළමු	JJ	O
ඕවරයේ	NNC	O
තරමක්	RP	O
සන්සුන්	NNC	O
බවක්	POST	O
පෙන්නුම්	JCV	O
කළ	VP	O
මාටින්	NNP	B-PER
ගප්ටිල්	NNP	I-PER
සහ	CC	O
කේන්	NNP	B-PER
විලියම්සන්	NNP	I-PER
,	PUNC	O
දුෂ්මන්ත	NNP	B-PER
චමීර	NNP	I-PER
යැවූ	VP	O
දෙවැනි	JJ	O
ඕවරයේදී	NNC	O
සිය	PRP	O
ප්‍රහාරාත්මක	NNC	O
පිතිහරඹයට	NNC	O
පිවිසියහ	VFM	O
.	FS	O
නවසීලන්ත	NNP	B-LOC
පිල	NNC	O
සිවුවැනි	JJ	O
ඕවරය	NNC	O
නිමාවනවිට	VNF	O
කඩුලු	VP	O
කිසිවක්	NDT	O
නොදැවී	VNF	O
ලකුණු	NNC	O
58	NUM	O
ක්	RP	O
ලබා	VNF	O
සිටි	VP	O
අතර	POST	O
තිසර	NNP	B-PER
පෙරේරා	NNP	I-PER
යැවූ	VP	O
ඉනිමේ	NNC	O
පස්වැනි	JJ	O
ඕවරයේ	NNC	O
පස්වැනි	JJ	O
පන්දුවට	NNC	O
දැවැන්ත	JJ	O
හයේ	NNC	O
පහරක්	NNC	O
එල්ල	NCV	O
කරමින්	VNF	O
නවසීලන්තය	NNP	B-LOC
වෙනුවෙන්	POST	O
වේගවත්ම	NNC	O
විස්සයි20	NNP	O
අර්ධ	JJ	O
ශතකය	NNC	O
පන්දු	NNC	O
19	NUM	O
කින්	CM	O
වාර්තා	NCV	O
කිරීමට	VNN	O
ගප්ටිල්	NNP	B-PER
සමත්විය	VFM	O
.	FS	O
දෙදෙනා	NNC	O
අතර	POST	O
පළමු	JJ	O
කඩුල්ලේ	NNC	O
ලකුණු	NNC	O
89	NUM	O
ක	RP	O
සම්බන්ධතාව	NNC	O
බිඳ	VNF	O
වැටුණේ	VP	O
තිසර	NNP	B-PER
යැවූ	VP	O
ඉනිමේ	NNC	O
7	NUM	O
වැනි	POST	O
ඕවරයේදී	NNC	O
නායක	NNC	O
දිනේෂ්	NNP	B-PER
චන්දිමාල්	NNP	I-PER
අතට	NNC	O
උඩපන්දුවක්	NNC	O
ලබාදී	VNF	O
ගප්ටිල්	NNP	B-PER
ලකුණු	NNC	O
63කට	NNC	O
දැවියාමෙනි	NVB	O
.	FS	O
ඒ	DET	O
වනවිට	POST	O
පන්දු	NNC	O
25	NUM	O
කට	CM	O
මුහුණ	NCV	O
දී	VNF	O
සිටි	VP	O
ගප්ටිල්ගේ	NNC	B-PER
ඉනිමට	VNN	O
හතරේ	NUM	O
පහර	NNC	O
6	NUM	O
ක්	RP	O
සහ	CC	O
හයේ	NUM	O
පහර	NNC	O
5	NUM	O
ක්	RP	O
ඇතුළත්	JCV	O
විය	VFM	O
.	FS	O
මෛත‍්‍රිපාල	NNP	B-PER
සිරිසේන	NNP	I-PER
ජනපතිවරයාගේ	NNC	O
පළමු	JJ	O
පදවි	NNJ	O
ප‍්‍රාප්තිය	NNC	O
පසුගියදා	NNC	O
සමරනු	VP	O
ලැබූ	VP	O
ආකාරය	NNC	O
අප	PRP	O
කාටත්	NNC	O
හොඳහැටි	RB	O
දැක	VNF	O
ගැනීමට	VNN	O
ලැබුණි	VFM	O
.	FS	O
දින	NNC	O
ගණනාවක්	NNC	O
තිස්සේ	POST	O
පෙරහුරුවල	NNC	O
බෙර	NNC	O
දවුල්	NNP	O
තම්මැට්ටම්	NNP	O
ආදියේ	NNC	O
නදින්	NNC	O
ඇළලී	VNF	O
යමින්	VNF	O
තිබූ	VP	O
නිදහස්	JJ	B-LOC
චතුරස‍්‍රය	NNC	I-LOC
පදවි	NNC	O
ප‍්‍රාප්තිය	NNC	O
දා	NNC	O
මංගල	JJ	O
සිරි	NNC	O
ගෙන	VNF	O
තිබෙනු	VP	O
අපි	PRP	O
දුටිමු	VFM	O
.	FS	O
ඒ	DET	O
අතරේ	POST	O
තවත්	DET	O
අමනෝඥ	NNC	O
චීවරධාරීන්	NNC	O
පිරිසක්ද	NNC	O
කොටුව	NNC	O
දුම්රියපොළ	NNC	O
ඉදිරිපිට	NNC	O
සත්‍යග‍්‍රහ	NNC	O
කරන	VP	O
බවක්ද	POST	O
පෝස්ටර්	NNC	O
හරහා	POST	O
ප‍්‍රචාරය	NCV	O
කෙරිණි	VFM	O
.	FS	O
මේ	DET	O
අනුව	POST	O
ජනපතිගේ	NNC	O
වසරක	NNC	O
සමරුව	NNC	O
අඩු	JJ	O
වැඩි	JJ	O
වශයෙන්	POST	O
හරසුන්	NNP	O
සංදර්ශන	NNC	O
පෙළක්	NNC	O
බව	POST	O
කීම	VNN	O
අසාධාරණ	JCV	O
නොවේ	VFM	O
.	FS	O
නිදහස්	JJ	B-LOC
චතුරස‍්‍රයේ	NNC	I-LOC
මගුල්සිරිය	NNC	O
දුටු	VP	O
මගේ	PRP	O
මිත‍්‍රයෙක්	NNC	O
යළිත්	RB	O
සුපුරුදු	JJ	O
පැණයෙන්ම	NNC	O
දමා	VNF	O
ගසන්නට	NNC	O
අමතක	JCV	O
කළේ	VP	O
නැත	NIP	O
.	FS	O
‘	???	O
දැන්	RB	O
පස්සෙ	POST	O
අමාරුව	NNC	O
සනීපද?	QUE	O
’	PUNC	O
කවර	QBE	O
තත්ත්වයක්	NNC	O
යටතේවත්	NNC	O
මහින්ද	NNP	B-PER
රාජපක්ෂ	NNP	I-PER
නම්	POST	O
ජනතා	JJ	O
විරෝධී	JJ	O
සහ	CC	O
පසුගාමී	JJ	O
පාලකයා	NNC	O
ගෙදර	NNC	O
යැවීමට	VNN	O
දායක	RPCV	O
වීම	VNN	O
ගැන	POST	O
පසුතැවිල්ලක්	NNC	O
නැති	NIP	O
බව	POST	O
මම	PRP	O
පෙරළා	VNF	O
පිළිතුරු	NNC	O
වශයෙන්	POST	O
කීවෙමි	VFM	O
.	FS	O
එහෙත්	CC	O
ඉන්පසුව	POST	O
පැන	VNF	O
නගින	VP	O
ප‍්‍රශ්නය	NNC	O
වනුයේ	VP	O
එක	NUM	O
පසුගාමී	JJ	O
පාලකයකු	NNC	O
ගෙදර	NNC	O
යැවීමෙන්	VNN	O
අපේ	PRP	O
ශේෂ	NNJ	O
පත‍්‍රයේ	NNC	O
තත්ත්වය	NNC	O
සතුටුදායකද	NNC	O
යන්නයි	NVB	O
.	FS	O
ඊට	PRP	O
ඇති	NIP	O
පිළිතුර	NNC	O
වන්නේ	VP	O
යම්	DET	O
ප‍්‍රගතිකාරක	NNC	O
පියවර	NNC	O
ලබා	VNF	O
ගැනීමට	VNN	O
හැකි	AUX	O
වුවද	VP	O
අපේක්ෂිත	JJ	O
මට්ටම	NNC	O
කරා	POST	O
නම්	POST	O
තව	DET	O
බොහෝ	RP	O
දුර	JJ	O
බවයි	NVB	O
.	FS	O
නව	JJ	O
පාලකයෙකුගේ	NNC	O
පත්වීමෙන්	VNN	O
පසු	POST	O
වසරක	NNC	O
කාලය	NNC	O
සැමරීමට	VNN	O
අපද	PRP	O
සතුටුය	NNC	O
.	FS	O
එහෙත්	CC	O
එය	PRP	O
සිදුවිය	VP	O
යුත්තේ	AUX	O
පොදුජන	JJ	O
මැදිහත්වීමෙන්	NNC	O
මිස	POST	O
ආණ්ඩුවේ	NNC	O
අනුග‍්‍රහයෙන්	NNC	O
නොවේ	VFM	O
.	FS	O
පළමුවර	NNC	O
දිවුරුම්	NCV	O
දුන්	VP	O
දා	NNC	O
තිබූ	VP	O
චාම්	JJ	O
බව	POST	O
අමතකව	NNC	O
මෙවර	NNC	O
මංගලශ‍්‍රීයෙන්	NNC	O
නිදහස්	JJ	B-LOC
චතුරස‍්‍රය	NNC	I-LOC
ඇළලී	VNF	O
ගියද	VP	O
අප	PRP	O
දන්නා	VP	O
සත්‍යය	NNC	O
නම්	POST	O
මෛත‍්‍රීපාල	NNP	B-PER
ජනපතිවරයා	NNC	O
වටා	1	O
පළමු	JJ	O
පදවි	NNJ	O
ප‍්‍රාප්තිය	NNC	O
වන	VP	O
විට	POST	O
රොද	NNC	O
බඳිමින්	VNF	O
ඉන්නේ	VP	O
මහින්ද	NNP	B-PER
රාජපක්ෂව	NNC	I-PER
ගඟේ	NNC	O
යැවු	VP	O
අපත	NNC	O
රැළම	NNC	O
බවයි	POST	O
.	FS	O
මේ	DET	O
නරුමයින්	NNC	O
පසුගිය	VP	O
කාලය	NNC	O
පුරා	POST	O
,	PUNC	O
ජනපතිවරණය	NNC	O
දවසේ	NNC	O
පමණක්	POST	O
නොව	VNF	O
ඉන්	PRP	O
පසුවද	POST	O
සැලකිය	VP	O
යුතු	AUX	O
කාලයක්	NNC	O
රාජපක්ෂවරුන්ගේ	NNC	B-PER
පශ්චාත්	JJ	O
වන්දනාවේ	NNC	O
ගිය	VP	O
ආකාරය	NNC	O
නොදන්නේ	VP	O
යයි	CC	O
මෛත‍්‍රී	JJ	B-PER
ජනපති	NNC	O
කියන්නේ	VP	O
නම්	POST	O
වහා	RB	O
කලයුත්තේ	VP	O
ප‍්‍රකට	NNC	O
අක්ෂි	JJ	O
වෛද්‍යවරයකු	NNC	O
කරා	POST	O
යාමයි	VFM	O
.	FS	O
එහෙත්	CC	O
අප	PRP	O
දන්නා	VP	O
සත්‍යය	NNC	O
ඔහු	PRP	O
මේ	DET	O
ජනතා	JJ	O
ද්‍රෝහීන්	NNC	O
ලං	ABB	O
කර	VNF	O
ගන්නේ	VP	O
නොදැන	VP	O
නොව	VP	O
හොඳ	JJ	O
හැටිම	NNC	O
දැනගෙන	VP	O
බවයි	NVB	O
.	FS	O
එය	PRP	O
